[# ERROR | 2023-07-28 | 23:11:41.061 | PID=15668 | ThreadId=8184 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:38.997 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.106 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.199 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.293 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.400 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.493 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.602 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.696 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.804 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:39.898 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.006 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.099 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.208 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.302 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.396 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.504 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.598 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.706 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.799 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:40.893 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.001 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.096 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.206 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.299 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.393 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.502 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.595 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.704 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.797 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:41.906 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.000 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.094 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.203 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.296 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.405 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.499 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.593 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.702 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.796 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.904 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:42.997 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.105 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.198 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.306 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.399 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.507 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.600 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.693 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.803 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:43.897 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.005 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.099 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.193 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.301 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.395 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.503 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.597 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.707 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.801 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:44.894 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.002 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.097 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.205 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.299 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.408 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.501 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.594 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.702 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.794 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.903 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:45.997 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.106 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.199 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.293 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.402 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.495 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.604 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.697 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.805 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:46.899 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.007 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.100 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.207 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.302 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.395 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.504 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.597 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.706 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.799 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:47.908 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.002 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.096 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.206 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.300 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.407 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.502 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.595 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.705 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.800 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:48.908 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.001 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.093 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.201 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.295 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.404 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.496 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.605 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.700 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.794 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.902 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:49.995 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.102 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.195 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.304 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.398 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.506 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.598 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.706 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.799 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:50.907 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.001 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.095 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.204 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.298 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.408 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.501 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.595 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.703 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.797 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.904 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:51.998 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.105 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.199 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.292 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.401 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.494 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.604 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.698 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.806 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:52.899 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.007 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.100 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.194 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.303 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.396 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.505 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.598 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.707 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.800 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:53.893 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
[# ERROR | 2023-07-28 | 23:58:54.002 | PID=15668 | ThreadId=9552 | WinUtils::CreateMemoryMappingFile:731 | Failed to create memory mapping file [Code=5: Access is denied.] #]
